Subject,Catalog Nbr,Section,Class Nbr,Course Title,Component,Units,Bldg,Room,Days,Time,Instructor,Attributes
EPID,994,233,8661,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Avery,Christy Leigh ",
EPID,994,234,10362,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"EMCH,MICHAEL EDWARD ",
EPID,994,235,8662,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Westreich,Daniel J. ",
EPID,994,236,8663,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Pence,Brian Wells ",
EPID,994,238,8665,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Lund,Jennifer Leigh",
EPID,994,239,8666,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Nichols,Hazel Bogan ",
EPID,994,240,8667,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Aiello,Allison E ",
EPID,994,,241,8721 DOCT RESEARCH AND DISSERTATIONLecture,3,A,,TBA,TBA,TBA,,
EPID,994,242,9323,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Maselko,Joanna ",
EPID,994,243,9324,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Gower,Emily West ",
EPID,994,,246,9428 DOCT RESEARCH AND DISSERTATION,Lecture,0.125,,TBA,TBA,TBA,,
EPID,994,244,9325,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Golightly,Yvonne Marie ",
EPID,994,245,12781,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Vines,Anissa Irvin ",
EPID,994,248,11866,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Wood,Mollie Elizabeth ",
EPID,994,,251,11869 DOCT RESEARCH AND DISSERTATIONLecture,3,A,,TBA,TBA,TBA,,
EPID,994,249,11867,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Hincapie Castillo,Juan Manuel ",
EPID,994,250,11868,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Martin,Chantel Leann",
EPID,994,252,11870,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Naumann,Rebecca ",
EPID,994,253,12782,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Thompson,Caroline Avery ",
EPID,994,254,14684,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Ranapurwala,Shabbar Ismailbhai",
HBEH,411,1,10301,EFFECTIVE COMMUNITY ENGAGEMENT,Lecture,2,McGavran-Greenberg (,2308,MW,15:35 - 16:25,"Blanchard,Lynn W. ",", EE, "
HBEH,531,1,12834,COMM ENGAGEMENT AND ASSESSMENT,Lecture,3,McGavran-Greenberg (,2304,TuTh,14:00 - 15:15,"LIGHTFOOT,ALEXANDRA F ",
HBEH,610,1,9087,ALTERNATIVE SPRING BREAK,Lecture,2,New East,301,Tu,17:00 - 18:00,"PLEASANTS,ROBERT",CPF EE
HBEH,610,601,9088,ALTERNATIVE SPRING BREAK,Recitation,2,TBA,TBA,TBA,TBA,Staff ,
HBEH,610,602,9089,ALTERNATIVE SPRING BREAK,Recitation,2,TBA,TBA,TBA,TBA,Staff ,
HBEH,610,603,9090,ALTERNATIVE SPRING BREAK,Recitation,2,TBA,TBA,TBA,TBA,Staff ,
HBEH,610,604,9091,ALTERNATIVE SPRING BREAK,Recitation,2,TBA,TBA,TBA,TBA,Staff ,
HBEH,610,605,9092,ALTERNATIVE SPRING BREAK,Recitation,2,TBA,TBA,TBA,TBA,Staff ,
HBEH,626,1,9472,VIOLENCE PREVENTION,Lecture,3,Rosenau (Public Heal,133,TuTh,12:30 - 13:45,"Marshall,Stephen William INST",
HBEH,690,1,10209,SPCL TOPICS IN HLTH BEHAVIOR ,Lecture,3-Jan,McGavran-Greenberg (,2303,W,13:25 - 15:05,"RIBISL,KURT M ",
HBEH,690,2,14420,SPCL TOPICS IN HLTH BEHAVIOR ,Lecture,3-Jan,TBA,TBA,Th,14:00 - 15:15,"Wilson,Michael",
HBEH,715,1,9432,COMM/HLTH RLTD DEC MKG,Lecture,2,Rosenau (Public Heal,230,Th,14:00 - 15:55,"GOLIN,CAROL E ",
HBEH,720,1,12840,LEADING FOR RACIAL EQUITY,Lecture,2,McGavran-Greenberg (,1304,TuTh,15:30 - 16:45,"Merino,Yesenia Magaly ",
HBEH,744,1,12854,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Rosenberg,Nora Ellen",
HBEH,744,3,12855,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"BREWER,NOEL T ",
HBEH,744,4,12856,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Cox,Melissa Jean ",
HBEH,744,5,13829,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Emmerling,Dane Alan",
HBEH,744,8,12858,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Gilkey,Melissa B ",
HBEH,744,9,12859,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"LINNAN,LAURA A ",
HBEH,744,10,12860,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"HILL,LAUREN ",
HBEH,744,11,12861,RESEARCH PRACTICUM I,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,744,12,9410,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Moracco,Kathryn E.",
HBEH,744,13,9094,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Mayo-Wilson,Larissa Jennings ",
HBEH,744,14,9134,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"RIBISL,KURT M",
HBEH,744,15,12862,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Mills,Sarah Denton ",
HBEH,744,16,12863,RESEARCH PRACTICUM I,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,744,17,12864,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"LIGHTFOOT,ALEXANDRA F ",
HBEH,744,18,9473,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"BARRINGTON,CLARE L ",
HBEH,744,19,12865,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Wallace,Deshira D. ",
HBEH,744,22,9117,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Go,Vivian",
HBEH,744,23,12866,RESEARCH PRACTICUM I,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,744,24,12867,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"GOLIN,CAROL E ",
HBEH,744,25,12868,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"MUESSIG,KATHRYN ELIZABETH ",
HBEH,744,26,9496,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"McNaughton,Heathe E. ",
HBEH,744,27,12869,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Hatcher,Abigail Mae ",
HBEH,744,30,9497,RESEARCH PRACTICUM I,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,744,31,12870,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"HALL,MARISSA G ",
HBEH,744,34,9133,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Gottfredson,Nisha Claire",
HBEH,744,35,9503,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"HIGHTOW-WEIDMAN,LISA B ",
HBEH,744,36,12871,RESEARCH PRACTICUM I,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Chen,Elizabeth ",
HBEH,744,39,12872,RESEARCH PRACTICUM I,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,745,1,12873,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Rosenberg,Nora Ellen",
HBEH,745,3,12874,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"BREWER,NOEL T ",
HBEH,745,4,12875,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Cox,Melissa Jean ",
HBEH,745,5,13830,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Emmerling,Dane Alan",
HBEH,745,6,9241,RESEARCH PRACTICUM II,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,745,7,9411,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"FISHER,EDWIN B ",
HBEH,745,8,12876,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Gilkey,Melissa B ",
HBEH,745,9,12877,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"LINNAN,LAURA A ",
HBEH,745,10,12878,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"HILL,LAUREN ",
HBEH,745,11,12879,RESEARCH PRACTICUM II,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,745,12,12880,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Moracco,Kathryn E. ",
HBEH,745,13,13831,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Mayo-Wilson,Larissa Jennings ",
HBEH,745,14,9095,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"RIBISL,KURT M ",
HBEH,745,15,12881,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Mills,Sarah Denton ",
HBEH,745,16,12882,RESEARCH PRACTICUM II,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,745,17,12883,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"LIGHTFOOT,ALEXANDRA F ",
HBEH,745,18,12884,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"BARRINGTON,CLARE L ",
HBEH,745,19,12885,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Wallace,Deshira D. ",
HBEH,745,22,9243,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Go,Vivian ",
HBEH,745,23,12886,RESEARCH PRACTICUM II,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,745,24,12887,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"GOLIN,CAROL E ",
HBEH,745,25,12888,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"MUESSIG,KATHRYN ELIZABETH ",
HBEH,745,26,12889,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"McNaughton,Heathe E. ",
HBEH,745,27,12890,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Hatcher,Abigail Mae ",
HBEH,745,31,12891,RESEARCH PRACTICUM II,Lecture,2-Jan,,TBA,TBA,TBA,,
HBEH,745,34,9242,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Gottfredson,Nisha Claire",
HBEH,745,35,9504,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"HIGHTOW-WEIDMAN,LISA B ",
HBEH,745,36,12892,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Chen,Elizabeth ",
HBEH,745,39,12893,RESEARCH PRACTICUM II,Lecture,2-Jan,TBA,TBA,TBA,TBA,"Polston,Patsy Maria ",
HBEH,748,1,10013,DESIGN THINKING,Lecture,3,Gardner,309,W,11:15 - 14:15,"Carrier,Melissa",
HBEH,753,1,9039,QUALITATIVE METHODS,Lecture,3,Rosenau (Public Heal,235,TuTh,09:30 - 10:45,"MAMAN,SUZANNE",
HBEH,756,1,9043,SOCIAL & PEER SUPPORT IN HLTH,Lecture,3,McGavran-Greenberg (,2302,M,14:30 - 17:30,"FISHER,EDWIN B ",
HBEH,761,1,9040,ADV RESEARCH METHODS II,Lecture,4,,,M,14:30 - 17:30,,
HBEH,763,1,9816,SCALE DVLPMNT MTHDS,Lecture,3,Rosenau (Public Heal,332,Tu,14:00 - 17:00,"Mills,Sarah Denton INST",
HBEH,775,1,9050,INTRO TO PUBLIC HEALTH POLICY,Lecture,3,McGavran-Greenberg (,1303,F,12:20 - 15:20,"Crump,Carolyn E. ",
HBEH,780,1,9817,PRGM PLANNING FOR GLOBL HEALTH,Lecture,3,Rosenau (Public Heal,235,TuTh,14:00 - 15:15,"Davis,Dirk Alexander ",
HBEH,786,1,9459,EVALUATING WORKPLACE HEALTH ,Lecture,3,TBA,TBA,Th,15:30 - 18:30,"LINNAN,LAURA A",
HBEH,790,1,12843,RACIALIZATION AND HEALTH,Lecture,3,Rosenau (Public Heal,332,W,09:05 - 11:45,"Wallace,Deshira D. ",
HBEH,813,1,9046,PROFESSIONAL DEVELOPMENT II ,Lecture,1,Rosenau (Public Heal,332,F,08:00 - 10:30,"BARRINGTON,CLARE L ",
HBEH,816,1,9047,FOUNDATIONS OF HBEH II,Lecture,3,Rosenau (Public Heal,332,M,13:25 - 16:15,"Golden,Shelley Diane ",
HBEH,842,1,12338,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Rosenberg,Nora Ellen",
HBEH,842,3,9263,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"BREWER,NOEL T",
HBEH,842,6,9108,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,Staff,
HBEH,842,7,9272,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"FISHER,EDWIN B ",
HBEH,842,8,9312,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Gilkey,Melissa B ",
HBEH,842,9,12340,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"LINNAN,LAURA A",
HBEH,842,12,9137,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Moracco,Kathryn E. ",
HBEH,842,13,12341,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Mayo-Wilson,Larissa Jennings ",
HBEH,842,14,9289,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"RIBISL,KURT M ",
HBEH,842,15,9315,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Mills,Sarah Denton",
HBEH,842,18,9102,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"BARRINGTON,CLARE L ",
HBEH,842,19,12342,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Wallace,Deshira D. ",
HBEH,842,22,9103,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Go,Vivian ",
HBEH,842,23,9101,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,,
HBEH,842,26,10615,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"McNaughton,Heathe E. ",
HBEH,842,27,12343,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Hatcher,Abigail Mae ",
HBEH,842,30,9317,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,Staff ,
HBEH,842,31,10508,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"HALL,MARISSA G",
HBEH,842,35,9318,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"HIGHTOW-WEIDMAN,LISA B ",
HBEH,842,36,12344,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Chen,Elizabeth ",
HBEH,842,37,9321,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,Staff,
HBEH,842,39,12345,PRIMARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Polston,Patsy Maria",
HBEH,843,4,12348,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Cox,Melissa Jean ",
HBEH,843,5,12349,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Emmerling,Dane Alan",
HBEH,843,7,12350,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"FISHER,EDWIN B ",
HBEH,843,8,12351,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Gilkey,Melissa B",
HBEH,843,11,9275,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"MAMAN,SUZANNE ",
HBEH,843,12,9463,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Moracco,Kathryn E. ",
HBEH,843,13,12353,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Mayo-Wilson,Larissa Jennings ",
HBEH,843,14,9334,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"RIBISL,KURT M",
HBEH,843,17,9461,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"LIGHTFOOT,ALEXANDRA F ",
HBEH,843,18,12356,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"BARRINGTON,CLARE L ",
HBEH,843,19,12357,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Wallace,Deshira D. ",
HBEH,843,22,9485,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Go,Vivian",
HBEH,843,25,12358,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"MUESSIG,KATHRYN ELIZABETH ",
HBEH,843,26,12359,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"McNaughton,Heathe E. ",
HBEH,843,27,12360,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Hatcher,Abigail Mae ",
HBEH,843,29,9107,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,Staff,
HBEH,843,35,12362,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"HIGHTOW-WEIDMAN,LISA B ",
HBEH,843,36,12363,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Chen,Elizabeth ",
HBEH,843,39,12364,SECONDARY PRACTICUM,Lecture,4-Jan,TBA,TBA,TBA,TBA,"Polston,Patsy Maria ",
HBEH,860,1,9049,RES PROPOSAL DEVELOPMENT,Lecture,3,Rosenau (Public Heal,332,F,12:20 - 15:20,"Rosenberg,Nora Ellen ",
HBEH,891,1,12894,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Rosenberg,Nora Ellen",
HBEH,891,4,12895,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Cox,Melissa Jean ",
HBEH,891,5,9054,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Emmerling,Dane Alan",
HBEH,891,6,9055,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,Staff,
HBEH,891,7,9056,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"FISHER,EDWIN B",
HBEH,891,10,12898,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"HILL,LAUREN ",
HBEH,891,11,12899,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"MAMAN,SUZANNE ",
HBEH,891,12,9061,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Moracco,Kathryn E. ",
HBEH,891,13,9063,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Mayo-Wilson,Larissa Jennings",
HBEH,891,16,9066,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"TATE,DEBORAH F",
HBEH,891,17,12900,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"LIGHTFOOT,ALEXANDRA F ",
HBEH,891,18,9051,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"BARRINGTON,CLARE L ",
HBEH,891,19,12901,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Wallace,Deshira D.",
HBEH,891,24,9059,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"GOLIN,CAROL E",
HBEH,891,25,9062,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"MUESSIG,KATHRYN ELIZABETH",
HBEH,891,26,9290,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"McNaughton,Heathe E.",
HBEH,891,27,12902,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,,
HBEH,891,31,12903,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"HALL,MARISSA G ",
HBEH,891,33,9052,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,,
HBEH,891,34,9060,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Gottfredson,Nisha Claire",
HBEH,891,35,12904,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"HIGHTOW-WEIDMAN,LISA B ",
HBEH,891,36,12905,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Chen,Elizabeth ",
HBEH,891,39,12253,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,"Polston,Patsy Maria ",
HBEH,893,12,9291,SPC STUD BEHAV CH,Lecture,6-Jan,TBA,TBA,TBA,TBA,Staff ,
HBEH,992,1,9048,MASTER'S (NON-THESIS),Lecture,3,Rosenau (Public Heal,228,TuTh,11:00 - 12:15,"Landfried,Megan De",
HBEH,992,2,12842,MASTER'S (NON-THESIS),Lecture,3,Rosenau (Public Heal,235,TuTh,11:00 - 12:15,"Emmerling,Dane Alan ",
HBEH,994,1,12906,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,,
HBEH,994,5,9069,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Emmerling,Dane Alan",
HBEH,994,6,9070,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff,
HBEH,994,7,9071,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"FISHER,EDWIN B ",
HBEH,994,8,9267,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Gilkey,Melissa B",
HBEH,994,11,9075,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MAMAN,SUZANNE ",
HBEH,994,12,9076,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Moracco,Kathryn E. ",
HBEH,994,13,10474,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Mayo-Wilson,Larissa Jennings ",
HBEH,994,14,9079,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"RIBISL,KURT M",
HBEH,994,17,9477,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"LIGHTFOOT,ALEXANDRA F ",
HBEH,994,18,9067,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"BARRINGTON,CLARE L ",
HBEH,994,19,12908,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Wallace,Deshira D. ",
HBEH,994,22,9265,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Go,Vivian",
HBEH,994,25,9077,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MUESSIG,KATHRYN ELIZABETH ",
HBEH,994,26,9078,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"McNaughton,Heathe E. ",
HBEH,994,27,12909,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Hatcher,Abigail Mae ",
HBEH,994,30,9276,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,,
HBEH,994,35,9266,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"HIGHTOW-WEIDMAN,LISA B ",
HBEH,994,36,12910,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Chen,Elizabeth ",
HBEH,994,39,12911,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Polston,Patsy Maria ",
HPM,320,1,8528,HEALTH CARE STRATEGY & MARKET,Lecture,3,Rosenau (Public Heal,235,M,15:35 - 18:35,"Farmer,Franklin Roland ",
HPM,340,1,8872,HEALTH CARE FINANCIAL MGMT,Lecture,3,Michael Hooker Resea,1,TuTh,11:00 - 12:15,"REITER,KRISTIN L ",
HPM,351,1,8529,"POLITICS, PH, & HP",Lecture,3,McGavran-Greenberg (,2306,M,15:35 - 18:35,"OBERLANDER,JONATHAN B ",
HPM,352,1,8531,INTRO TO U.S. HEALTH SYSTEM II,Lecture,3,McGavran-Greenberg (,1301,TuTh,14:00 - 15:15,"STUDER,MELANIE L ",
HPM,420,971,8532,DISASTER MANAGEMENT SYSTEMS ,Lecture,3,TBA,TBA,TBA,TBA,"GENTRY,WILLIAM B ",
HPM,423,971,8533,EMERGENCY MANAGEMENT II,Lecture,3,TBA,TBA,TBA,TBA,"GENTRY,WILLIAM B ",
HPM,496,1,9787,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,"STUDER,MELANIE L ",
HPM,496,10,8526,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,Staff ,Research Intensive
HPM,496,12,12296,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,Staff ,
HPM,496,13,12320,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,Staff ,
HPM,496,17,9258,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,Staff ,
HPM,496,24,12226,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,Staff ,
HPM,496,26,9354,READINGS IN HPM,Lecture,0.5 - 3,TBA,TBA,TBA,TBA,Staff ,
