Cleaned Semester Data,,,,,,,,,,,,
,,,,,,,,,,,,
Subject,Catalog Nbr,Section,Class Nbr,Course Title,Component,Units,Bldg,Room,Days,Time,Instructor,Attributes
BIOL,395,47,14668,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Yitbarek,Senay ",
BIOL,395,55,4557,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,57,12136,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BIOL,395,60,5049,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,63,15827,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,"MATSON,STEVEN W ",
BIOL,395,65,2994,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,66,5050,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,67,5051,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,70,10555,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,,"GR1 E6- Mentored Research, IDEA - Research and Discovery, Research Intensive, Research Intensive"
BIOL,395,71,3473,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,75,5980,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,79,4214,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,80,5052,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,81,3210,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,83,5053,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,86,3661,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,88,3964,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,91,4216,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,95,3662,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,97,3539,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,101,4558,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,107,3664,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,109,3513,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,395,111,5054,UNDERGRADUATE BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,430,1,3851,INTRO BIOLOG CHEM,Lecture,3,,TBA,,,,
BIOL,450,1,12965,NEUROBIOLOGY,Lecture,3,Genome Sciences Buil,TBA,,,,
BIOL,451L,401,2379,COMP PHYS LAB,Lab,1,,TBA,,,,
BIOL,451L,402,2541,COMP PHYS LAB,Lab,1,,TBA,,,,
BIOL,451L,403,12963,COMP PHYS LAB,Lab,1,,TBA,,,,
BIOL,451L,404,12964,COMP PHYS LAB,Lab,1,,TBA,,,,
BIOL,453,1,12967,MOLECULAR METABOLISM,Lecture,3,Genome Sciences Buil,TBA,,,"Dowen,Robert Houston ",
BIOL,455,1,12966,BEHAVIORAL NEUROSCIENCE,Lecture,3,Dey Hall,305,TuTh,15:30 - 16:45," BURMEISTER,SABRINA S",
BIOL,457,1,14842,MARINE BIOLOGY,Lecture,3,Murray Hall,G201,MWF,10:10 - 11:00,"Septer,Alecia Noelle ",PL- Physical and Life Science
BIOL,461,401,14678,FUNDAMENTALS OF ECOLOGY,Lab,4,Wilson,132,F,09:05 - 11:00," Roper Edwards,Spencer Ray",
BIOL,461,402,14679,FUNDAMENTALS OF ECOLOGY,Lab,4,Wilson,132,F,11:15 - 13:10," Roper Edwards,Spencer Ray",
BIOL,471,1,2380,EVOLUTIONARY MECH,Lecture,3,,132,,,,
BIOL,471L,401,4132,EVOLUTIONRY MECHANISMS LAB,Lab,1,,132,,,,
BIOL,474L,401,12969,VERT STRUC-EVOL LAB,Lab,1,,132,,,,
BIOL,474L,402,12970,VERT STRUC-EVOL LAB,Lab,1,,132,,,,
BIOL,495,1,4217,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,3,5056,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,5,5058,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,8,5060,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,10,4561,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,12,5063,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,14,5870,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,16,5066,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,18,5067,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,21,5069,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,23,5071,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,25,4218,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,27,5074,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,30,5076,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,33,5077,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,39,4562,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,132,,,,
BIOL,495,42,9737,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,"Hige,Toshihide ",
BIOL,495,45,5079,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,52,5080,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,55,5081,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,60,5082,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,63,9738,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BIOL,495,65,5083,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,66,5084,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,67,5085,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,70,12002,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,TBA,TBA,TBA,TBA,,"CPF Research Intensive, Research Intensive"
BIOL,495,71,4563,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,75,5981,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,79,5086,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,80,5087,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,81,5125,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,83,5088,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,86,5090,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,88,5092,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,91,4564,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,95,4565,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,97,3980,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,101,5096,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,107,4567,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,109,5099,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,495,111,5101,UNDERGRAD BIOLOGY RESEARCH,Lecture,1 - 3,,TBA,,,,
BIOL,528,1,9710,PERSONALIZED GENOMICS,Lecture,3,,TBA,,,,
BIOL,528L,401,9711,PERSONALIZED GENOMICS LAB,Lab,1,,TBA,,,,
BIOL,546,1,12973,AGING,Lecture,3,Wilson,128,TuTh,09:30 - 10:45," AHMED,SHAWN",
BIOL,562,1,15653,STAT FOR ENV SCIENTISTS,Lecture,4,Wilson,217,TuTh,15:30 - 16:45," Roberts,Sarah Michelle",
BIOL,625,1,3077,SEM IN GENETICS,Lecture,2,Genome Sciences Buil,217,,,,
BIOL,635,1,9712,CAREERS IN BIOTECHNOLOGY,Lecture,1,Genome Sciences Buil,217,,,"Salmeron,John ",
BIOL,649,1,12975,SEMINAR CELL BIOL,Lecture,2,Phillips,220,Th,12:30 - 13:45," Maddox,Paul Samuel",
BIOL,657,1,2585,BIOL OCEANOGRAPHY,Lecture,4,Murray Hall,G201,TuTh,14:00 - 15:15,"MARCHETTI,ADRIAN ",PL- Physical and Life Science
BIOL,659,1,12977,SEM EVOL BIOL,Lecture,2,TBA,TBA,TBA,TBA," KINGSOLVER,JOEL G",
BIOL,669,1,11811,ECOLOGY SEMINAR,Lecture,1 - 3,,TBA,,,,
BIOL,669,2,14573,ECOLOGY SEMINAR,Lecture,1 - 3,TBA,TBA,Tu,17:15 - 19:15,"Waitt,Damon Edward ",
BIOL,680,1,12976,ADVANCED SEMINAR IN BIOLOGY ,Lecture,1,Genome Sciences Buil,TBA,,,"Nimchuk,Zachary Luke ",
BIOL,692H,1,3665,SENIOR HNRS THESIS IN BIOLOGY,Lecture,3,TBA,TBA,W,12:20 - 14:15,,"GR1 CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
BIOL,704,1,5037,SEMINARS IN BIOPHYSICS,Lecture,2,TBA,TBA,M,14:00 - 16:00," SLEP,KEVIN C",
BIOL,993,9,14708,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"BRUNO,JOHN F ",
BIOL,994,1,4568,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"ROGERS,STEPHEN L ",
BIOL,994,2,5102,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MITCHELL,CHARLES E ",
BIOL,994,3,5103,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"FUREY,TERRENCE S ",
BIOL,994,4,2629,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"BURMEISTER,SABRINA S ",
BIOL,994,9,2630,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"BRUNO,JOHN F ",
BIOL,994,12,3236,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"WEAKLEY,ALAN S ",
BIOL,994,13,5105,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MCKAY,DANIEL JAMES ",
BIOL,994,14,5871,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Dowen,Robert Houston ",
BIOL,994,15,2632,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,17,5875,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"WILLIAMS,SCOTT E ",
BIOL,994,18,4569,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"HURLBERT,ALLEN HARTLEY ",
BIOL,994,19,5106,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,,
BIOL,994,21,4219,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,23,5107,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"SOCKMAN,KEITH W ",
BIOL,994,24,2634,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"SERVEDIO,MARIA R ",
BIOL,994,26,4631,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Shiau,Celia ",
BIOL,994,27,5108,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,30,4023,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MATUTE,DANIEL R. ",
BIOL,994,31,5653,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Fodrie,Fredrick Joel ",
BIOL,994,33,2635,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"HEDRICK,TYSON L ",
BIOL,994,35,5873,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,42,5876,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Hige,Toshihide ",
BIOL,994,45,5109,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"GENSEL,PATRICIA G ",
BIOL,994,47,14672,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Yitbarek,Senay ",
BIOL,994,,50,15686 DOCT RESEARCH AND DISSERTATIONLecture,3,A,,TBA,,Room: TBA Time:,,
BIOL,994,60,4276,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Nimchuk,Zachary Luke ",
BIOL,994,65,5110,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"CREWS,STEPHEN T ",
BIOL,994,67,5111,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
BIOL,994,71,5112,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,79,5113,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"BAUTCH,VICTORIA L ",
BIOL,994,80,4632,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Gladfelter,Amy ",
BIOL,994,81,5114,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,,
BIOL,994,83,2636,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,87,5116,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"DANGL,JEFFERY L ",
BIOL,994,88,5117,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"REED,JASON W ",
BIOL,994,89,5118,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"YEH,ELAINE Y ",
BIOL,994,91,2637,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,95,5120,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"SEKELSKY,JEFF J ",
BIOL,994,96,2638,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"GOLDSTEIN,ROBERT P ",
BIOL,994,97,2639,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"KIEBER,JOSEPH J ",
BIOL,994,100,2640,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,102,5121,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"AHMED,SHAWN ",
BIOL,994,107,5122,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"BURCH,CHRISTINA L ",
BIOL,994,108,5123,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"LAEDERACH,ALAIN ",
BIOL,994,109,2642,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
BIOL,994,110,5124,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"COPENHAVER,GREGORY P ",
BIOL,994,111,4570,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"VISION,TODD J ",
BMME,150,1,4581,INTRO MATLS SCIENCE,Lecture,3,TBA,TBA,TuTh,08:00 - 09:15,"Husseini,Naji Sami ",
BMME,201,1,12644,COMPUTER METHODS IN BME,Lecture,3,TBA,TBA,TBA,TBA,,
BMME,201,401,12645,COMPUTER METHODS IN BME,Lab,3,TBA,TBA,TBA,TBA,,
BMME,201,402,12646,COMPUTER METHODS IN BME,Lab,3,TBA,TBA,M,TBA,,
BMME,205,1,10984,BME MECHANICS,Lecture,4,TBA,TBA,TBA,TBA,Staff ,
BMME,205,401,10985,BME MECHANICS,Lab,4,TBA,TBA,TBA,TBA,Staff ,
BMME,205,402,10986,BME MECHANICS,Lab,4,TBA,TBA,TBA,TBA,Staff ,
BMME,207,402,13653,BIOMEDICAL ELECTRONICS,Lab,4,TBA,TBA,Tu,15:10 - 17:00,"Foster,Marc David ",
BMME,207,403,13654,BIOMEDICAL ELECTRONICS,Lab,4,TBA,TBA,Th,15:10 - 17:00,"Foster,Marc David ",
BMME,209,1,5833,MATERIALS SCIENCE BIOMATERIALS,Lecture,4,Fred Brooks Hall at ,TBA,,,"Husseini,Naji Sami ",
BMME,209,401,5834,MATERIALS SCIENCE BIOMATERIALS,Lab,4,TBA,TBA,Tu,13:00 - 14:50," Husseini,Naji Sami",
BMME,209,402,5835,MATERIALS SCIENCE BIOMATERIALS,Lab,4,TBA,TBA,Tu,15:10 - 17:00," Husseini,Naji Sami",
BMME,209,403,5836,MATERIALS SCIENCE BIOMATERIALS,Lab,4,TBA,TBA,W,10:00 - 11:50," Husseini,Naji Sami",
BMME,209,404,5837,MATERIALS SCIENCE BIOMATERIALS,Lab,4,TBA,TBA,W,12:00 - 13:50," Husseini,Naji Sami",
BMME,209,405,10982,MATERIALS SCIENCE BIOMATERIALS,Lab,4,TBA,TBA,W,14:00 - 15:50,"Husseini,Naji Sami ",
BMME,219L,401,5838,BME MATERIALS SCIENCE LAB,Lab,1,TBA,TBA,TBA,TBA,Staff ,
BMME,295,1,4846,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,2,4847,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,3,4848,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,4,4849,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,5,4850,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,6,4942,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,7,9644,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,295,8,9645,RESEARCH BIOMEDICAL ENG,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,298,1,4598,BME DESIGN/MFG I,Lecture,2,Dey Hall,305,W,15:30 - 16:20,,
BMME,298,401,5137,BME DESIGN/MFG I,Lab,2,TBA,TBA,Tu,10:40 - 12:30," DONNELLY,KENNETH PATRICK",
BMME,298,402,5138,BME DESIGN/MFG I,Lab,2,TBA,TBA,Tu,13:00 - 14:50," DONNELLY,KENNETH PATRICK",
BMME,298,403,5830,BME DESIGN/MFG I,Lab,2,TBA,TBA,Th,10:40 - 12:30," DONNELLY,KENNETH PATRICK",
BMME,298,404,5831,BME DESIGN/MFG I,Lab,2,TBA,TBA,Th,13:00 - 14:50," DONNELLY,KENNETH PATRICK",
BMME,298,601,9670,BME DESIGN/MFG I,Recitation,2,Woollen Gym,304,Th,17:15 - 20:15," DONNELLY,KENNETH PATRICK",
BMME,301,1,4589,HUMAN PHYS ELECTRICAL ANALYSIS,Lecture,4,Greenlaw,101,MW,08:40 - 09:55,"CARTEE,LIANNE A ",
BMME,301,401,4590,HUMAN PHYS ELECTRICAL ANALYSIS,Lab,4,TBA,TBA,Th,08:30 - 10:20," CARTEE,LIANNE A",
BMME,301,403,4787,HUMAN PHYS ELECTRICAL ANALYSIS,Lab,4,TBA,TBA,Th,15:10 - 17:00," CARTEE,LIANNE A",
BMME,301,404,4790,HUMAN PHYS ELECTRICAL ANALYSIS,Lab,4,TBA,TBA,F,08:00 - 09:50," CARTEE,LIANNE A",
BMME,301,405,10983,HUMAN PHYS ELECTRICAL ANALYSIS,Lab,4,TBA,TBA,F,13:25 - 15:15,"CARTEE,LIANNE A ",
BMME,325,1,5866,BME BIOCHEMISTRY,Lecture,3,Murphey,104,MWF,11:15 - 12:05,"MACDONALD,JEFFREY M ",
BMME,365,1,4625,SYSTEMS AND SIGNALS,Lecture,3,Peabody,3018,MWF,13:25 - 14:15,,
BMME,365,601,9646,SYSTEMS AND SIGNALS,Recitation,3,Hanes Art Center ,3018,,," Ceballos Pelaez,Silvia",
BMME,385,601,9842,BIOINSTRUMENTATION,Recitation,3,Davie,301,F,14:30 - 16:20, ,
BMME,396,1,6031,IND STUDY BME,Lecture,1 - 3,TBA,TBA,TBA,TBA,Staff ,
BMME,398,1,4583,BME DESIGN/MFG II,Lecture,2,Gardner,106,M,15:30 - 16:20,,IDEA - Ways of Knowing
BMME,398,402,5849,BME DESIGN/MFG II,Lab,2,TBA,TBA,Tu,15:10 - 17:00," Hubbard,Devin Kerry",
BMME,398,403,5847,BME DESIGN/MFG II,Lab,2,TBA,TBA,Th,08:30 - 10:20,,IDEA - Ways of Knowing
BMME,398,601,9671,BME DESIGN/MFG II,Recitation,2,Gardner,7,Th,17:15 - 20:15," Hubbard,Devin Kerry",
BMME,405,1,4599,BIOMECHANICS OF MOVEMENT,Lecture,3,Kenan Laboratories ,7,,,"Franz,Jason Roy ",
BMME,420,1,4626,INTRO TO SYNTHETIC BIOLOGY,Lecture,3,Hanes Art Center ,7,,,"GOMEZ,SHAWN M ",
BMME,420,401,4627,INTRO TO SYNTHETIC BIOLOGY,Lab,3,TBA,TBA,Tu,08:00 - 12:00,"GOMEZ,SHAWN M ",
BMME,420,402,10994,INTRO TO SYNTHETIC BIOLOGY,Lab,3,TBA,TBA,W,08:00 - 12:00,"GOMEZ,SHAWN M ",
BMME,420,403,10995,INTRO TO SYNTHETIC BIOLOGY,Lab,3,TBA,TBA,W,12:30 - 16:30,"GOMEZ,SHAWN M ",
BMME,420,404,10996,INTRO TO SYNTHETIC BIOLOGY,Lab,3,TBA,TBA,F,08:00 - 12:00,"GOMEZ,SHAWN M ",
BMME,435,1,12126,BIOLOGICAL PHYSICS,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
BMME,495,1,4851,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"JOHNSON,KENNITA ",
BMME,495,3,4853,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"Franz,Jason Roy ",
BMME,495,4,5463,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"Sode,Koji ",
BMME,495,5,5464,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"DONNELLY,KENNETH PATRICK ",
BMME,495,6,5666,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"Polacheck,William ","IDEA - Research and Discovery, Research Intensive"
BMME,495,7,5667,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"CARTEE,LIANNE A ",
BMME,495,8,5668,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"DIEKMAN,BRIAN ",
BMME,495,9,5669,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"GOMEZ,SHAWN M ",
BMME,495,10,5670,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,"Husseini,Naji Sami ",
BMME,495,11,5671,RESEARCH IN BME TECH ELECTIVE,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
BMME,524,1,14666,BIOMOLECULAR SENSING TECH,Lecture,3,Gardner,209,MW,14:00 - 15:15,"Sode,Koji ",
BMME,527,1,14671,TARGETED PHOTOMEDICINE,Lecture,3,Genome Sciences Buil,209,,,"Rizvi,Imran ",
BMME,576,1,11946,MATH FOR IMAGE COMPUTING,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
BMME,698,1,4630,BME SR DESIGN: IMPL & STRATEGY,Lecture,3,Fred Brooks Hall at ,TBA,,,"DONNELLY,KENNETH PATRICK ","CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
BMME,698,401,5465,BME SR DESIGN: IMPL & STRATEGY,Lab,3,TBA,TBA,Tu,08:30 - 12:30," DONNELLY,KENNETH PATRICK","GR1 CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
BMME,698,402,5466,BME SR DESIGN: IMPL & STRATEGY,Lab,3,TBA,TBA,Tu,13:00 - 17:00," DONNELLY,KENNETH PATRICK","GR1 CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
BMME,698,403,5467,BME SR DESIGN: IMPL & STRATEGY,Lab,3,TBA,TBA,Th,08:30 - 12:30," DONNELLY,KENNETH PATRICK","GR1 CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
BMME,698,404,5468,BME SR DESIGN: IMPL & STRATEGY,Lab,3,TBA,TBA,Th,13:00 - 17:00," DONNELLY,KENNETH PATRICK","GR1 CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
BMME,698,601,5846,BME SR DESIGN: IMPL & STRATEGY,Recitation,3,Fred Brooks Hall at ,TBA,,,"DONNELLY,KENNETH PATRICK ","CI- Communication Intensive, E6- Mentored Research, IDEA - Research and Discovery, Research Intensive"
CHEM,89,1,13755,FYS:SPECIAL TOPICS,Lecture,3,Genome Sciences Buil,TBA,,,"Zurcher,Danielle ",IDEA - FY - First Year Seminar
CHEM,101,1,1888,GEN DESCRIP CHEM I,Lecture,3,,TBA,,,,
CHEM,101,2,2993,GEN DESCRIP CHEM I,Lecture,3,,TBA,,,,
CHEM,101,3,9799,GEN DESCRIP CHEM I,Lecture,3,,TBA,,,,
CHEM,101,601,9932,GEN DESCRIP CHEM I,Recitation,0,Genome Sciences Buil,TBA,,,," PX- Physical and Life Science with Lab, IDEA - Natural Scientific Investigation"
