Cleaned Semester Data,,,,,,,,,,,,
,,,,,,,,,,,,
Subject,Catalog Nbr,Section,Class Nbr,Course Title,Component,Units,Bldg,Room,Days,Time,Instructor,Attributes
COMP,892,88,6185,PRACTICUM,Lecture,0.5,,11,,Time:,,
COMP,915,1,9662,TECHNICAL COMMUN,Lecture,1,Fred Brooks Hall at ,11,,,,
COMP,991,11,3607,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"FUCHS,HENRY ",
COMP,991,28,4489,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"PLAISTED,DAVID A ",
COMP,991,33,2494,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"PRINS,JAN F ",
COMP,991,,39,5558 READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,42,5559,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Smith Jr,Frank D. ",
COMP,991,58,3235,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,Staff ,
COMP,991,59,4495,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"STOTTS Jr,PAUL D ",
COMP,991,62,2502,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,69,5560,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,Staff ,
COMP,991,72,2479,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,Staff ,
COMP,991,79,11668,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"SNOEYINK,JACK S ",
COMP,991,,80,2483 READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,84,5368,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"SINGH,MONTEK ",
COMP,991,87,2484,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"McMillan,Leonard ",
COMP,991,88,2969,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Kaur,Jasleen ",
COMP,991,91,4482,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,94,2497,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Styner,Martin Andreas ",
COMP,991,95,2965,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"REITER,MICHAEL K ",
COMP,991,97,2474,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"FRAHM,JAN-MICHAEL ",
COMP,991,,98,2488 READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,101,10371,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Raffel,Colin Abraham ",
COMP,991,102,5562,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"GOMEZ,SHAWN M ",
COMP,991,104,2955,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,Staff ,
COMP,991,126,5565,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,133,4047,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,Staff ,
COMP,991,134,3551,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"BERG,ALEXANDER C ",
COMP,991,136,4474,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Nirjon,S M Shahriar ",
COMP,991,137,4439,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,139,4885,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Bansal,Mohit ",
COMP,991,142,5550,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Oliva,Junier ",
COMP,991,144,5566,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Duggirala,Parasara Sridhar ",
COMP,991,,145,5713 READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,147,5572,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Majikes,John J ",
COMP,991,148,11671,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Chakraborty,Samarjit ",
COMP,991,151,15826,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Gotz,David H. ",
COMP,991,157,6220,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,159,10596,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,,
COMP,991,164,10493,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"YAP,PEW THIAN ",
COMP,991,166,10561,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Stanley,Natalie Mary ",
COMP,991,167,15914,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,171,11676,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"ESKANDARIAN,SABA ",
COMP,991,172,11673,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Szafir,Daniel ",
COMP,991,173,11675,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Szafir,Danielle ",
COMP,991,175,12431,READING AND RESEARCH,Lecture,1 - 21,,TBA,,,,
COMP,991,178,15856,READING AND RESEARCH,Lecture,1 - 21,TBA,TBA,TBA,TBA,"Berg,Benjamin ",
COMP,992,6,3534,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"PIZER,STEPHEN M ",
COMP,992,11,3542,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"FUCHS,HENRY ",
COMP,992,28,4793,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,39,4441,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Bishop,Thomas G. ",
COMP,992,40,3564,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"JEFFAY,KEVIN ",
COMP,992,42,2890,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Smith Jr,Frank D. ",
COMP,992,58,3579,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,62,4497,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"ANDERSON,JAMES H ",
COMP,992,63,3536,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"DEWAN,PRASUN ",
COMP,992,72,3562,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,992,79,5375,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,82,3451,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"AHALT,STANLEY C ",
COMP,992,84,5568,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"SINGH,MONTEK ",
COMP,992,87,4016,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"McMillan,Leonard ",
COMP,992,88,4457,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,93,2878,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Pozefsky,Diane P. ",
COMP,992,94,2972,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Styner,Martin Andreas ",
COMP,992,95,3250,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"REITER,MICHAEL K ",
COMP,992,97,3456,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,99,2900,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"ALTEROVITZ,RON ",
COMP,992,101,11688,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Raffel,Colin Abraham ",
COMP,992,102,6251,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"GOMEZ,SHAWN M ",
COMP,992,104,3591,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,116,11679,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,992,132,4043,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"STURTON,CYNTHIA K ",
COMP,992,133,3922,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,992,134,3569,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,137,4437,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"KRISHNAMURTHY,ASHOK KUMAR ",
COMP,992,138,5244,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Porter,Donald Elliott ",
COMP,992,139,4957,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Bansal,Mohit ",
COMP,992,142,5569,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,145,5570,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,992,146,5553,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,992,147,5571,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Majikes,John J ",
COMP,992,148,11685,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,157,11684,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Srivastava,Shashank ",
COMP,992,158,6186,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Chaturvedi,Snigdha ",
COMP,992,159,11686,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,,
COMP,992,164,11687,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,992,170,11682,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Bertasius,Gediminas ",
COMP,992,171,11681,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"ESKANDARIAN,SABA ",
COMP,992,172,11680,MASTER'S (NON-THESIS),Lecture,3,TBA,TBA,TBA,TBA,"Szafir,Daniel ",
COMP,992,173,11683,MASTER'S (NON-THESIS),Lecture,3,,TBA,,,,
COMP,993,84,4334,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,993,101,15909,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"Raffel,Colin Abraham ",
COMP,993,126,3535,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,993,144,10619,MASTER'S RESEARCH AND THESIS ,Lecture,3,,TBA,,,,
COMP,993,171,15733,MASTER'S RESEARCH AND THESIS ,Lecture,3,TBA,TBA,TBA,TBA,"ESKANDARIAN,SABA ",
COMP,994,6,2493,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"PIZER,STEPHEN M ",
COMP,994,11,2476,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"FUCHS,HENRY ",
COMP,994,28,5385,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,39,5575,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Bishop,Thomas G. ",
COMP,994,40,3511,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"JEFFAY,KEVIN ",
COMP,994,42,5576,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Smith Jr,Frank D. ",
COMP,994,,58,2481 DOCT RESEARCH AND DISSERTATIONLecture,3, ,,TBA,,,,
COMP,994,62,2503,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"ANDERSON,JAMES H ",
COMP,994,63,2473,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"DEWAN,PRASUN ",
COMP,994,69,5578,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,994,,71,2498 DOCT RESEARCH AND DISSERTATIONLecture,3, ,,TBA,,,,
COMP,994,79,5579,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"SNOEYINK,JACK S ",
COMP,994,80,3977,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MAYER-PATEL,KETAN ",
COMP,994,82,4945,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"AHALT,STANLEY C ",
COMP,994,84,5580,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,88,2956,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Kaur,Jasleen ",
COMP,994,91,2487,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"MONROSE,NEWMAN F ",
COMP,994,93,5581,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Pozefsky,Diane P. ",
COMP,994,94,2723,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,97,2475,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"FRAHM,JAN-MICHAEL ",
COMP,994,98,2489,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"NIETHAMMER,MARC ",
COMP,994,99,2500,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"ALTEROVITZ,RON ",
COMP,994,101,11702,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,104,2725,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,994,110,4056,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,994,125,3543,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,Staff ,
COMP,994,132,5308,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,134,3488,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"BERG,ALEXANDER C ",
COMP,994,136,4880,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Nirjon,S M Shahriar ",
COMP,994,137,4901,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"KRISHNAMURTHY,ASHOK KUMAR ",
COMP,994,138,4810,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,142,5582,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Oliva,Junier ",
COMP,994,144,5583,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Duggirala,Parasara Sridhar ",
COMP,994,148,10536,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Chakraborty,Samarjit ",
COMP,994,151,10372,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,158,10542,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Chaturvedi,Snigdha ",
COMP,994,159,11704,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,,
COMP,994,164,10637,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"YAP,PEW THIAN ",
COMP,994,166,11703,DOCT RESEARCH AND DISSERTATION,Lecture,3,,TBA,,,,
COMP,994,171,11699,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"ESKANDARIAN,SABA ",
COMP,994,172,11701,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Szafir,Daniel ",
COMP,994,173,11706,DOCT RESEARCH AND DISSERTATION,Lecture,3,TBA,TBA,TBA,TBA,"Szafir,Danielle ",
COMP,994,,177,14726 DOCT RESEARCH AND DISSERTATIONLecture,3,A,,TBA,,Room: TBA Time:,,
DRAM,83,1,11652,,,Lecture,Center for Dramatic ,TBA,,,"NAVALINSKY,DAVID B ","VP- Visual or Performing Arts, IDEA-Creative Expression, Practice, and Production, IDEA - FY - First Year Seminar"
DRAM,87,1,14653,FYS STYLE: EXPRESSION,Lecture,3,TBA,TBA,TuTh,11:00 - 12:15,"Coble,Anne M. ","VP- Visual or Performing Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - FY - First Year Seminar Class Equivalents: DRAM 87/87H"
DRAM,115,1,1410,PERSPECTIVES IN DRAMA,Lecture,3,Genome Sciences Buil,TBA,,,"KABLE,GREGORY A ",
DRAM,115,2,1551,PERSPECTIVES IN DRAMA,Lecture,3,Hamilton Hall,100,TuTh,09:30 - 10:45,"Cornell,Jeffrey B. ",
DRAM,116,1,1411,PERSP IN THE THEATRE,Lecture,3,Hanes Art Center ,100,,,"Snowden,Aubrey Lynn ",
DRAM,116,2,13020,PERSP IN THE THEATRE,Lecture,3,Hanes Art Center ,100,,,"Snowden,Aubrey Lynn ",
DRAM,120,1,3642,PLAY ANALYSIS,Lecture,3,TBA,TBA,TuTh,09:30 - 10:45,"PERRY,MARK E ","VP- Visual or Performing Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis Class Equivalents: DRAM 120/120H"
DRAM,120,2,13021,PLAY ANALYSIS,Lecture,3,TBA,TBA,TuTh,12:30 - 13:45," PERRY,MARK E","VP- Visual or Performing Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis Class Equivalents: DRAM 120/120H"
DRAM,120,3,4517,PLAY ANALYSIS,Lecture,3,TBA,TBA,M,09:05 - 11:35,"LAWTON,JACQUELINE E ","VP- Visual or Performing Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis Class Equivalents: DRAM 120/120H"
DRAM,120,4,5821,PLAY ANALYSIS,Lecture,3,TBA,TBA,M,13:25 - 15:55,"LAWTON,JACQUELINE E ","VP- Visual or Performing Arts, CI- Communication Intensive, NA- North Atlantic World, IDEA - Aesthetic and Interpretive Analysis Class Equivalents: DRAM 120/120H"
DRAM,135,2,3366,ACTING/NON-MAJORS,Lecture,3,Center for Dramatic ,TBA,,,"Sharpe,Saleemah ",
DRAM,135,3,5420,ACTING/NON-MAJORS,Lecture,3,TBA,TBA,TuTh,09:30 - 10:45," Gates,Samuel Ray","GR1 IDEA-Creative Expression, Practice, and Production"
DRAM,135,4,5822,ACTING/NON-MAJORS,Lecture,3,TBA,TBA,TuTh,11:00 - 12:15," Gates,Samuel Ray","GR1 IDEA-Creative Expression, Practice, and Production"
DRAM,140,1,5645,VOICE TRAINING I,Lecture,3,Center for Dramatic ,TBA,,,,
DRAM,150,1,1444,BEGIN ACT FOR MAJOR,Lecture,3,Center for Dramatic ,TBA,,,"GIBSON,JULIA ","IDEA-Creative Expression, Practice, and Production"
DRAM,151,1,13038,THE AMERICAN STAGE MUSICAL,Lecture,3,TBA,TBA,TuTh,11:00 - 12:15," KABLE,GREGORY A",GR1 IDEA - Aesthetic and Interpretive Analysis
DRAM,156,1,13039,PHYSICAL COMEDY AND CLOWN,Lecture,3,Center for Dramatic ,TBA,,,"Bersley,Tracy ",
DRAM,191,1,1412,TECH METHODS: SCENERY,Lecture,3,Paul Green Theatre ,TBA,,,"Burton,Cary Brock ","E5- Performing Arts, IDEA-Creative Expression, Practice, and Production, IDEA - High-Impact: Performance"
DRAM,192,1,1413,TECH METHODS: COSTUME,Lecture,3,TBA,TBA,MWF,13:25 - 15:15,"Holyst,Emma Weiss ","VP- Visual or Performing Arts, E5- Performing Arts, IDEA - High-Impact: Performance"
DRAM,192,2,11660,TECH METHODS: COSTUME,Lecture,3,TBA,TBA,MWF,13:25 - 15:15,"Holyst,Emma Weiss ",
DRAM,193,1,1418,PRODUCTION PRACTICUM,Lecture,3,Paul Green Theatre ,TBA,,," PATES,LAURA","GR1 E5- Performing Arts, IDEA - High-Impact: Performance"
DRAM,193,2,5214,PRODUCTION PRACTICUM,Lecture,3,Paul Green Theatre ,TBA,,,"ROLLERI,MICHAEL J ",
DRAM,196,2,2799,DRAM ART PROJECTS,Lecture,1 - 3,TBA,TBA,TuTh,16:00 - 17:15,"ROLLERI,MICHAEL J ",
DRAM,220,1,11654,THEATRE HISTORIES,Lecture,3,TBA,TBA,MWF,10:10 - 11:00," KABLE,GREGORY A",GR1 IDEA - Aesthetic and Interpretive Analysis
DRAM,231,1,10128,PLAYWRITING,Lecture,3,Center for Dramatic ,TBA,,,"PERRY,MARK E ",
DRAM,277,1,4150,INTRO TO THEATRICAL DESIGN,Lecture,3,Center for Dramatic ,TBA,,,"NAVALINSKY,DAVID B ","VP- Visual or Performing Arts, IDEA - Aesthetic and Interpretive Analysis, IDEA-Creative Expression, Practice, and Production"
DRAM,290,1,2800,SPEC TOPICS IN DRAMATIC ART ,Lecture,0.5 - 3,TBA,TBA,TuTh,15:00 - 16:15,"Cornell,Jeffrey B. ",Research Intensive
DRAM,290,3,11653,SPEC TOPICS IN DRAMATIC ART ,Lecture,0.5 - 3,TBA,TBA,TuTh,16:30 - 17:45,"NAVALINSKY,DAVID B ",Research Intensive
DRAM,292,1,3074,THE AMERICAN MUSICAL,Lecture,3,TBA,TBA,TuTh,14:00 - 15:15," KABLE,GREGORY A","GR1 VP- Visual or Performing Arts, IDEA - Aesthetic and Interpretive Analysis"
DRAM,300,1,5004,DIRECTING,Lecture,3,Center for Dramatic ,TBA,,,"Snowden,Aubrey Lynn ","CI- Communication Intensive, IDEA - Aesthetic and Interpretive Analysis, IDEA-Creative Expression, Practice, and Production"
DRAM,350,1,9853,ADV ACT FOR MAJORS,Lecture,3,Center for Dramatic ,TBA,,,"Cornell,Jeffrey B. ",
DRAM,393,1,1445,PROF THEATRE LAB,Lecture,1 - 12,TBA,TBA,TuTh,08:00 - 09:15,"Cornell,Jeffrey B. ",
DRAM,393,2,2806,PROF THEATRE LAB,Lecture,1 - 12,TBA,TBA,TuTh,08:00 - 09:15,"ROLLERI,MICHAEL J ",
DRAM,466,1,11657,SCENE DESIGN,Lecture,3,TBA,TBA,TuTh,14:00 - 15:15,"Wang,Tao ","VP- Visual or Performing Arts, IDEA - Aesthetic and Interpretive Analysis, IDEA-Creative Expression, Practice, and Production"
DRAM,488,1,14515,US LATINO/A THEATRE,Lecture,3,TBA,TBA,TuTh,09:30 - 10:45," VERSENYI,ADAM N","VP- Visual or Performing Arts, CI- Communication Intensive, IDEA - Aesthetic and Interpretive Analysis, IDEA - Power, Difference, and Inequality"
DRAM,586,1,13041,COSTUME SEM I: DYEING/PAINTING,Lecture,1 - 3,Center for Dramatic ,TBA,,,"POLLOCK,RACHEL E ",
DRAM,666,1,12448,MEDIA IN PERFORMANCE,Lecture,3,,TBA,,,,
DRAM,691H,1,15614,HONORS PROJECT IN DRAMA,Lecture,3,TBA,TBA,TBA,TBA,"KABLE,GREGORY A ",
DRAM,692H,1,1409,HONORS PROJ IN DRAM II,Lecture,3,TBA,TBA,TBA,TBA,"KABLE,GREGORY A ",
DRAM,723,1,13043,VOICE AND SPEECH II,Lecture,3,,TBA,,,,
DRAM,727,1,13045,REHEARSAL & PERF II,Lecture,1 - 6,Center for Dramatic ,TBA,,,"GOLDSCHMIDT,VIVIENNE ",
DRAM,752,1,13211,COST PROD III: TAILORING,Lecture,0.5 - 3,Center for Dramatic ,TBA,,,"Morris,Triffin Ingrid ",
DRAM,762,1,1438,CONST IV ADV PATTERN MAKING ,Lecture,1 - 3,Center for Dramatic ,TBA,,,,
DRAM,764,1,1439,CONST V CREATIVE DRAPING,Lecture,1 - 3,TBA,TBA,F,10:15 - 12:15,"Morris,Triffin Ingrid ",
DRAM,766,1,5823,DIGITAL TECH IN COSTUME PROD ,Lecture,1 - 3,Center for Dramatic ,TBA,,,"CHAMBERS,JANET ANNE ",
DRAM,791,1,1440,COSTUME LAB II,Lecture,3,Center for Dramatic ,TBA,,,"Morris,Triffin Ingrid ",
DRAM,793,1,1441,COSTUME LAB IV,Lecture,3,TBA,TBA,MTuWThF,13:00 - 17:00,"Morris,Triffin Ingrid ",
DRAM,801,1,13047,TECH DIRECTION II,Lecture,3 - 6,Paul Green Theatre ,TBA,,,,
DRAM,805,1,13048,SPECIAL STUDIES: TECH,Lecture,0.5 - 12,Paul Green Theatre ,TBA,,,"ROLLERI,MICHAEL J ",
DRAM,813,1,1415,TECH PRODUCTION,Lecture,1 - 6,Paul Green Theatre ,TBA,,,"ROLLERI,MICHAEL J ",
DRAM,821,1,13305,ADVANCED LIGHTING DESIGN,Lecture,3,TBA,TBA,MW,09:00 - 10:30,"Maxfield,Adam Michael ",
DRAM,842,1,13306,TECH THEATRE PRACTIUM II,Lecture,1 - 6,Paul Green Theatre ,TBA,,,"Maxfield,Adam Michael ",
DRAM,845,1,4024,DESIGN TECH INTERNSHIP,Lecture,3 - 6,TBA,TBA,TuTh,09:00 - 10:30,"Maxfield,Adam Michael ",
DRAM,992,3,11978,MASTER'S FINAL PRACTICUM,Lecture,3,TBA,TBA,MTuWThF,13:00 - 18:00,"ROLLERI,MICHAEL J ",
CMPL,55,1,13751,COMICS AS LITERATURE,Lecture,3,Murphey,204,TuTh,14:00 - 15:15,"CRYSTALL,ELYSE T ","VP- Visual or Performing Arts, IDEA - Aesthetic and Interpretive Analysis, IDEA - Ways of Knowing, IDEA - FY - First Year Seminar"
CMPL,121,1,14080,GREAT BOOKS I: ROMANCE,Lecture,3,Greenlaw,317,MWF,09:05 - 09:55," COLLINS,MARSHA S","GR1 LA- Literary Arts, WB- The World Before 1750, IDEA - Aesthetic and Interpretive Analysis Class Equivalents: CMPL 121/121H"
CMPL,124,1,13752,GREAT BOOKS I: SCIENCE & LIT ,Lecture,3,Greenlaw,305,MWF,13:25 - 14:15," WOLFE,JESSICA L","LA- Literary Arts, WB- The World Before 1750, IDEA - Aesthetic and Interpretive Analysis, IDEA - Engagement with the Human Past"
CMPL,143,601,9910,HISTORY OF GLOBAL CINEMA,Recitation,3,Murray Hall,G201,F,13:25 - 14:25," Voelkner,Krysten Anne","GR1 VP- Visual or Performing Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis"
CMPL,143,602,9911,HISTORY OF GLOBAL CINEMA,Recitation,3,Dey Hall,313,F,13:25 - 14:15," Blom,Paul Edward","GR1 VP- Visual or Performing Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis"
CMPL,143,603,9912,HISTORY OF GLOBAL CINEMA,Recitation,3,Peabody,2094,F,10:10 - 11:00," Voelkner,Krysten Anne","GR1 VP- Visual or Performing Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis"
CMPL,143,605,15077,HISTORY OF GLOBAL CINEMA,Recitation,3,Dey Hall,209,F,13:25 - 14:15," Rambo,Eleanor Alison","GR1 VP- Visual or Performing Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis"
CMPL,143,606,15078,HISTORY OF GLOBAL CINEMA,Recitation,3,Dey Hall,209,F,14:30 - 15:20," Rambo,Eleanor Alison","GR1 VP- Visual or Performing Arts, GL- Global Issues, IDEA - Aesthetic and Interpretive Analysis"
